ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
328,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,26/04/2024,1.5,SW,11:48,CMA,7.5,2,1,pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,26/04/2024,1.5,SW,11:48,CMA,7.5,2,1,pmi,Patiria miniata,Bat star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,26/04/2024,1.5,SW,11:48,CMA,7.5,2,1,dir,Dendronotus iris,Giant frond-aeolis,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,26/04/2024,1.5,SW,11:48,CMA,7.5,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,26/04/2024,1.5,SW,11:48,CMA,7.5,0,1,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,6,0,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,42,0,5,18,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,1,1,sca,Sebastes caurinus,Copper rockfish,2,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,1,1,sma,Sebastes maliger,Quillback rockfish,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,pmi,Patiria miniata,Bat star,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,19,0,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,aca,Apostichopus californicus,California sea cucumber,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,122,0,8,58,45,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,7,0,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,etr,Evasterias troschelii,Mottled starfish,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,phe,Pycnopodia helianthoides,Sunflower star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,sac,Scyra acutifrons,Sharpnose crab,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,pri,Pugettia richii,Cryptic kelp crab,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,das,Diodora aspera,Rough keyhole limpet,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,pla,Pholis laeta,Crescent gunnel,2,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,dir,Dendronotus iris,Giant frond-aeolis,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,dmo,Doris montereyensis,Monterey sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,ami,Acmaea mitra,Whitecap limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,oko,Orthasterias koehleri,Rainbow star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,deo,Debris - Other,"Any debris OTHER THAN fishing gear, made of plastic, cloth, metal, glass or timber",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,nle,Neverita lewisii,Lewis' Moon snail,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,edo,Enteroctopus dofleini,Giant pacific octopus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,2,1,phem,Pagurus hemphilli,Maroon hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Em Lim,Claire Attridge,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,26/04/2024,2,W,14:06,CMA,4.5,0,0,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,6,0,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,afu,Antiopella fusca,White-and-orange-tipped nudibranch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,dim,Dermasterias imbricata,Leather star,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,ami,Acmaea mitra,Whitecap limpet,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,gor,Glebocarcinus oregonensis,Pygmy rock crab,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,cnu,Chirolophis nugator,Mosshead warbonnet,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,aca,Apostichopus californicus,California sea cucumber,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,dsc,Discorsopagurus schmitti,Tubeworm hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,ppu,Pachycheles pubescens,Pubescent porcelain crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,nla,Nucella lamellosa,Frilled dogwinkle,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,henricia,Henricia spp.,Unidentified blood star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,pmi,Patiria miniata,Bat star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,poc,Pisaster ochraceus,Purple sea star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,otri,Orienthella trilineata,Three-lined aeolid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,pbe,Pagurus beringanus,Bering hermit crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,29/04/2024,3,NE,10:09,CMA,8.5,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,1,1,sme,Sebastes melanops,Black rockfish,49,0,,,,,,2,5,26,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,1,1,avi,Aequorea victoria,Victoria's crystal jelly,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,1,1,ela,Embiotoca lateralis,Striped seaperch,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,1,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,396,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,aca,Apostichopus californicus,California sea cucumber,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,pgi,Pomaulax gibberosus,Red turban shell,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,ami,Acmaea mitra,Whitecap limpet,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,dim,Dermasterias imbricata,Leather star,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,hka,Haliotis kamtschatkana,Pinto abalone,22,0,10,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,pmi,Patiria miniata,Bat star,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,oko,Orthasterias koehleri,Rainbow star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,14,0,2,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,aha,Artedius harringtoni,Scalyhead sculpin,12,0,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,sac,Scyra acutifrons,Sharpnose crab,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,rpu,Rostanga pulchra,Red sponge dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,henricia,Henricia spp.,Unidentified blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,gor,Glebocarcinus oregonensis,Pygmy rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,jzo,Jordania zonope,Longfin sculpin,3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,ppa,Phyllolithodes papillosus,Heart crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Em Lim,Claire Attridge,BMSC3,Ohiat,48.85558319,-125.1837997,29/04/2024,3.5,W,12:23,CMA,6,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Em Lim,Claire Attridge,BMSC2,Kirby,48.85039902,-125.1987686,29/04/2024,3.5,NE,14:51,CMA,4,1,1,hde,Hexagrammos decagrammus,Kelp greenling,10,0,,,,,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Em Lim,Claire Attridge,BMSC2,Kirby,48.85039902,-125.1987686,29/04/2024,3.5,NE,14:51,CMA,4,1,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Em Lim,Claire Attridge,BMSC2,Kirby,48.85039902,-125.1987686,29/04/2024,3.5,NE,14:51,CMA,4,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Em Lim,Claire Attridge,BMSC2,Kirby,48.85039902,-125.1987686,29/04/2024,3.5,NE,14:51,CMA,4,2,1,pmi,Patiria miniata,Bat star,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Em Lim,Claire Attridge,BMSC2,Kirby,48.85039902,-125.1987686,29/04/2024,3.5,NE,14:51,CMA,4,2,1,pgi,Pomaulax gibberosus,Red turban shell,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
